x,y,Class
0.20009244582065827,0.7125775921646051,C1
0.17963401875665164,0.6960559077772558,C1
0.1883127303927294,0.696777983124818,C1
0.20724505861916517,0.7044852434307969,C1
0.2016450304833928,0.7004869194691344,C1
0.15897249243299713,0.7201403685061659,C1
0.19799684108609192,0.7244984423649685,C1
0.16445531442639216,0.6869081623882948,C1
0.16570908434719145,0.7031118523425778,C1
0.15753713129880073,0.6945857102695602,C1
0.18661277507101348,0.720257884957396,C1
0.13910858017793906,0.6674241552592565,C1
0.15682674920562772,0.7058694871590919,C1
0.16223411450831485,0.6796469446026129,C1
0.13103517548168298,0.6824569826187862,C1
0.1876821790427846,0.6846911516778186,C1
0.13617658313878683,0.7065980765699177,C1
0.15045190643186673,0.7327093860939456,C1
0.16704153263689192,0.7098065205814549,C1
0.146759753293117,0.7016426326513341,C1
0.14165956755651726,0.7103903702690529,C1
0.11225971498496978,0.7038893723482993,C1
0.13605128249772117,0.6913396715032516,C1
0.13489072084640233,0.7243169785111856,C1
0.13041698742814772,0.7191419689596229,C1
0.13715783181957106,0.7378361980759612,C1
0.11471992785440066,0.7338413209556001,C1
0.1400625394453733,0.7116454209722685,C1
0.12338403902059998,0.7381376158018538,C1
0.10588990329432177,0.7275377665413465,C1
0.13275912621946806,0.7304847366759717,C1
0.12117766163778113,0.7352486728798611,C1
0.16260228172130914,0.7469372711363709,C1
0.1223593319721463,0.739175173382125,C1
0.12778486153986518,0.7262317535624883,C1
0.14987793067211588,0.7410500750900015,C1
0.12058449683767691,0.7801112439913487,C1
0.1361963107941772,0.740493889672318,C1
0.1285285637611297,0.7877946543458366,C1
0.11177487499178257,0.7567568840566761,C1
0.08795954216557168,0.8026744964607285,C1
0.13896002475852798,0.7722326218511092,C1
0.15061913749699501,0.779729722286464,C1
0.11827219138187717,0.7534222134791516,C1
0.12575355439516842,0.7950079481592853,C1
0.13137399618493728,0.7887505558131263,C1
0.11342740651060358,0.7703616434648316,C1
0.12529223553357888,0.7771698541563972,C1
0.13014717059409814,0.8311033744069729,C1
0.1451483408438825,0.8382541761466161,C1
0.09957454520946266,0.8171082464685001,C1
0.10798385686124676,0.8198321483242882,C1
0.09433172623176839,0.7874344246682788,C1
0.16492661439492395,0.8339312860363063,C1
0.1419876578085259,0.8180457195218566,C1
0.13762786844908975,0.8334426074854655,C1
0.1252300349418765,0.8371954785262515,C1
0.1417777881366558,0.8310864753004676,C1
0.13629560752472397,0.8503440534074942,C1
0.13475399904468918,0.8669074467830693,C1
0.17337783274042184,0.8651425640323264,C1
0.16413321979445514,0.8627881181326692,C1
0.13022303079681002,0.8612242617109551,C1
0.15327827742955122,0.8585408870880505,C1
0.16272407478683626,0.8676552830962486,C1
0.1426027517676956,0.8792054508541278,C1
0.19283778594109863,0.8658318267153942,C1
0.16230486986927653,0.8786123071753006,C1
0.15932748783820377,0.8801970278927473,C1
0.12679618643259877,0.8578972224421826,C1
0.1664716953809269,0.860587672099583,C1
0.16180149436505648,0.8667452647586642,C1
0.1956773016989405,0.8879516879130669,C1
0.17836112603499912,0.88607136668874,C1
0.19221910667694797,0.8757700535624885,C1
0.16307147971601582,0.9309520726659165,C1
0.1998796567358288,0.8789074379499876,C1
0.16556169412347016,0.8949616366441192,C1
0.19988320370090182,0.9106718756173148,C1
0.2218755593115562,0.9033372277340167,C1
0.20990151745658983,0.9125993431830153,C1
0.2173462487128475,0.8747384001633989,C1
0.23074558925842578,0.8785842217472036,C1
0.21855413195607884,0.8714949679416908,C1
0.25230785180071524,0.8653572524066264,C1
0.23022555550105164,0.8910414235053484,C1
0.23164741305876185,0.8795017059104416,C1
0.22795271663942665,0.9041427177143398,C1
0.19897282412933653,0.8850804448807227,C1
0.23120793232977405,0.8880947023630367,C1
0.23842422952801084,0.8536269234191534,C1
0.24819842734185676,0.8537483679561547,C1
0.24077052874292332,0.8654873032960066,C1
0.2355823116516978,0.8629586284989813,C1
0.2466426901270543,0.8670559360004857,C1
0.21665507789910085,0.8753928056735435,C1
0.2547024693064038,0.8351042963590576,C1
0.22985613660700643,0.8559221611781141,C1
0.24386621878932513,0.8366350568152606,C1
0.2537781940955835,0.8502196668014477,C1
0.23425081539078507,0.8370855663119774,C1
0.24346270936245448,0.8558390169765526,C1
0.26484238462553966,0.8225924228792985,C1
0.23287897509312233,0.8188363771552443,C1
0.27005691294511525,0.8264980229069087,C1
0.27787806561880124,0.8177011499435105,C1
0.2762562532986381,0.8568367521938296,C1
0.288997980221944,0.8415525509905848,C1
