x,y,Class
0.35995457940952286,0.9057896280116776,C1
0.3331311860889869,0.8964986896666088,C1
0.35576874219325355,0.8797719309087823,C1
0.34010308032334063,0.9085894794477543,C1
0.3524226032947142,0.8803187431678191,C1
0.3580783492650179,0.9085972326104327,C1
0.35525041480306985,0.8784841389607634,C1
0.36966386743798174,0.897893225358435,C1
0.3210728451216951,0.8543473671399213,C1
0.3426721342041655,0.8820210360078884,C1
0.3671193385385812,0.8805742042124741,C1
0.38808074872675896,0.877422154431489,C1
0.3243792806311168,0.8645379657173482,C1
0.33594745692702016,0.8614713507746045,C1
0.3533408991829729,0.8953480575212515,C1
0.3318504079312515,0.8764407281061903,C1
0.36155466870265296,0.8967659718779638,C1
0.3631632550773191,0.889385585752758,C1
0.3304448610094089,0.8865682961085517,C1
0.35327406874485745,0.8917268717483177,C1
0.32765396125450064,0.9000662277365677,C1
0.35874063533344386,0.8811861423370486,C1
0.35870011789772804,0.9114493247406575,C1
0.3490845319851175,0.8687675059911919,C1
0.3541870336918277,0.8825299267221921,C1
0.37865655368172174,0.9007859578013606,C1
0.3862918906568937,0.8771977522506043,C1
0.36206901535673264,0.882613434821733,C1
0.3657703834289045,0.896912047678723,C1
0.34549659112174913,0.9173294976804536,C1
0.383616214535813,0.8423414140523853,C1
0.3825723053575037,0.8930042341509471,C1
0.3602301535468367,0.9077066134091752,C1
0.3736657197498589,0.8561770045318475,C1
0.4085020218427834,0.8775212661104647,C1
0.4191280779924773,0.8597802971285212,C1
0.3829738244654266,0.847894867034986,C1
0.3628528564953539,0.8402185113852901,C1
0.38223026638939117,0.8545818897422177,C1
0.39426385777018524,0.8814379969211823,C1
0.3688112051588329,0.8650182220792381,C1
0.4030976762988504,0.8440246822785691,C1
0.37197574976573206,0.8108307121654831,C1
0.405463265007443,0.8559409873782137,C1
0.40332075406816803,0.8125216206074258,C1
0.37299461593042255,0.7964364247529824,C1
0.4065000531227735,0.8216693558247543,C1
0.37913399485082966,0.8237629557990144,C1
0.3796705897836454,0.7997151477925365,C1
0.3847023901688752,0.7943347111297895,C1
0.4109571418512708,0.7886628799186712,C1
0.3748712952838494,0.7720725196245255,C1
0.36371870134987416,0.7744984342502661,C1
0.41309778827584986,0.7778424854933801,C1
0.36591763397957755,0.7017541028929035,C1
0.37898070045269233,0.6981496649306694,C1
0.3723711399704084,0.7167853228565916,C1
0.3883069099028144,0.7001886713163707,C1
0.37544053899802693,0.7155206869153724,C1
0.3823736584244647,0.7327105595682698,C1
0.3546159463343633,0.649981531332399,C1
0.34688711256901245,0.6764896351569132,C1
0.35048695977890254,0.6632521195293583,C1
0.37165183346192376,0.6967665464597449,C1
0.3334674681021834,0.6744394224111029,C1
0.36821121154821285,0.6793602332742786,C1
0.29985013654487475,0.6301888386822827,C1
0.34861573490413933,0.6010545903525302,C1
0.33247183963680005,0.6032074811897531,C1
0.32248245022056043,0.6297936450684554,C1
0.33193534742438685,0.624293375054259,C1
0.31380045505138443,0.61283355415125,C1
0.32381472510244325,0.5642558704180315,C1
0.2775704697653601,0.5657901723518157,C1
0.290056138316772,0.5457102190724441,C1
0.34020362645465385,0.5918396697012738,C1
0.2787883556149157,0.5870622302724923,C1
0.30080143059568937,0.6075468854762088,C1
0.27281835926190784,0.5281340063093447,C1
0.2771915183808139,0.5533467091338576,C1
0.27242073078827234,0.5525288355558858,C1
0.2777963838437835,0.5284879257360798,C1
0.3005238154163655,0.5547464963980924,C1
0.29648187530282594,0.53586478252201,C1
0.28105314975998114,0.4847867246692875,C1
0.24353963831289,0.5495181633165693,C1
0.250574313749622,0.5388571549841994,C1
0.2484651916532096,0.5334223842631814,C1
0.26502465024752514,0.573485689549572,C1
0.2831663008519078,0.5455226007385663,C1
0.24772452136762807,0.5165569075155797,C1
0.23295957334779133,0.5296308702523026,C1
0.21406781007892553,0.4988913767233467,C1
0.24926238717207103,0.49465613300743894,C1
0.22847681674094059,0.503457668520286,C1
0.22182088256556973,0.49492069135653455,C1
0.18848676038026063,0.5110297216001702,C1
0.2056530601236194,0.5118844675665791,C1
0.1795486044799594,0.505486834503832,C1
0.2152245324282075,0.5118466817031626,C1
0.20857569576327484,0.5141851618817901,C1
0.2053911737182048,0.5051080159741725,C1
0.1952794248951899,0.5230493183649121,C1
0.17249368882604865,0.5208058236222314,C1
0.19898124592509173,0.5177494956285434,C1
0.17252581637400038,0.5153022082089312,C1
0.15758453354253954,0.5015902810574755,C1
0.1875127102036629,0.49712860447636226,C1
0.17848146396984674,0.4683392585459833,C1
0.16838282671282492,0.5076478790530848,C1
0.1529209071726376,0.49371998325838873,C1
0.15905800767642717,0.5022686922570516,C1
0.162672433399392,0.48873819682024355,C1
0.18222423639399832,0.5259454662278977,C1
0.1513422978135462,0.5493360257715058,C1
0.13989242377663413,0.5172010926499226,C1
0.15113686015551825,0.5349503970675604,C1
0.1651425281940388,0.5186840732750211,C1
0.1510279878160586,0.5268311455257335,C1
0.16658678445288996,0.5528700157009858,C1
0.1590616796406691,0.5485703143001878,C1
0.1440901056371007,0.5691143004939955,C1
0.12115767011223476,0.5609531882581567,C1
0.16313709959604536,0.5495799375264538,C1
0.1794049878112473,0.5703785732383072,C1
0.1292941575575173,0.5595009188775968,C1
0.16381515490053378,0.6093763759287167,C1
0.18712959107791263,0.5799738241791494,C1
0.19176625414792903,0.5919620440045293,C1
0.1591128622206343,0.618685667681716,C1
0.1327211494080041,0.6272128291742147,C1
0.1546119295147052,0.5788407385918124,C1
0.17748007118104264,0.6604734084879709,C1
0.1588047876533632,0.6650936154233932,C1
0.16222173109080537,0.636798154895657,C1
0.18114287310324514,0.651263959185699,C1
0.17941794453280285,0.64512529288876,C1
0.159402906274385,0.6625439410789962,C1
0.17793998221694962,0.6998979039793901,C1
0.1902729244324039,0.6880213131445821,C1
0.19573785156431622,0.7108912612554901,C1
0.217622231091745,0.7081106878889895,C1
0.1953387327905389,0.6937055311312045,C1
0.17074980385014843,0.6983406758374259,C1
0.224673583292444,0.7274813129679274,C1
0.20220460689086076,0.7329802613777607,C1
0.19467601830412684,0.7119040834900129,C1
0.20199446374541394,0.751951973160348,C1
0.21219049908992105,0.7350931024417903,C1
0.20795420350310576,0.7250967283515941,C1
0.24031959569887779,0.7724270590539131,C1
0.24687589500999646,0.7446567612746877,C1
0.2282565583272317,0.7918197924743842,C1
0.24307009277179414,0.757421913517668,C1
0.24395011341676026,0.7728821846221143,C1
0.20733228642118887,0.7857529712327372,C1
0.2669263982146032,0.796150302905545,C1
0.2605249321568457,0.8140604090795123,C1
0.2737653369480056,0.8036413687912047,C1
0.27372453152032744,0.7941692130989189,C1
0.2641838809090551,0.8133731213646147,C1
0.2726746352006391,0.8072895485581116,C1
0.2443725690593748,0.8424865984895088,C1
0.29515877570850296,0.8414252120996444,C1
